runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
8,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4567,7,88396,4818,97794,1707081728,1063682104,643399624,40295202814,38415260273,1879942541,1878560344,0,2523348445,613,1792,1791,0,2406
8,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4896,6,41147,8383,54440,1706557440,1063607672,642949768,40295202814,38406739570,1888463244,1887061048,0,2531413012,613,1800,1799,0,2414
8,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3854,6,12711,3164,19742,1707606016,1236659024,470946992,40295202814,38724075609,1571127205,1569659936,0,2042074197,449,1498,1496,0,1947
8,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4854,6,27777,6124,38767,1706033152,947894480,758138672,40295202814,38428429524,1866773290,1865614544,0,2624911962,723,1780,1779,0,2503
8,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4771,6,3183,1319,9287,1700265984,972837712,727428272,40295202814,39435389458,859813356,858044672,0,1587241628,693,819,818,0,1513
9,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4942,6,66392,10956,82306,1707606016,1378428144,329177872,40295202814,38408630902,1886571912,1885404328,0,2215753984,313,1799,1798,0,2113
9,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4653,6,80451,4530,89652,1706033152,950521536,755511616,40295202814,38415518734,1879684080,1878560344,0,2635200432,720,1792,1791,0,2513
9,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4240,6,12372,2977,19671,1707606016,1268402280,439203736,40295202814,38724484541,1570718273,1569659936,0,2009926233,418,1497,1496,0,1916
9,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4457,7,24838,4506,33816,1706033152,1131029512,575003640,40295202814,38411289564,1883913250,1882615472,0,2458923482,548,1796,1795,0,2345
9,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4356,6,50039,8316,62743,1707606016,1114601360,593004656,40295202814,38406930779,1888272035,1887061048,0,2481278779,565,1800,1799,0,2366
9,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4035,6,2877,903,7829,1708130304,981246512,726883792,40295202814,39435809395,859393419,858044672,0,1586282379,693,819,818,0,1512
10,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3897,6,62496,11619,78028,1706557440,1154356064,552201376,40295202814,38408519688,1886683126,1885404328,0,2438888222,526,1799,1798,0,2325
10,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4791,6,67591,11167,83562,1707606016,980938624,726667392,40295202814,38398496859,1896705955,1895561272,0,2623376747,693,1808,1807,0,2501
10,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4341,6,12366,3477,20197,1706557440,1247866960,458690480,40295202814,38724280405,1570922409,1569659936,0,2029620537,437,1498,1496,0,1935
10,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4466,6,41179,8926,54660,1706557440,1077349288,629208152,40295202814,38406843431,1888359383,1887061048,0,2517567535,600,1800,1799,0,2400
10,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4227,6,29646,6992,40878,1707081728,958703440,748378288,40295202814,38428394808,1866808006,1865614544,0,2615186294,713,1780,1779,0,2494
10,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4842,6,3535,1294,9684,1707081728,962168672,744913056,40295202814,39435662812,859540002,858044672,0,1604455890,710,819,818,0,1530
